,id,faq,num_faq
77,2056556137,"["" How many stories will the book have? Our current plan is for 18 stories of no more than 7,000 words. That's 126,000 words, so the size of a fairly hefty novel. Of that we hope that at least 6 stories will come from Bristol writers and at least 6 from Caribbean writers. As we are having open submissions, we hope the remaining stories will come from all over the world. We haven't specifically promised this in the project description because plans rarely survive contact with reality. We might get sent a really good 10,000 word story, or some great flash fiction. And finance-wise it is always hard to know what you'll be able to afford as different rewards have different costs so you don't know how much money you'll end up with. But it is what we are aiming for, and hopefully we'll get there. Mon, Oct 31 2016 1:06 pm EDT Where will the money go? By far the largest chunk of expenses in the budget is paying the authors. We plan to pay professional rates, which are 6c per word. You can do the math. After that he biggest bill will probably be printing the paper copies of the book, followed by Kickstarter fees. We also need to pay for a cover, and there are various other people who will be working on the book who need to be paid - Roz and Jo, for example. Cheryl does not get any money until the book makes a profit, which isn't going to happen as a result of the crowdfunding alone unless we go well over the base target. Mon, Oct 31 2016 1:20 pm EDT What is the deadline for submissions? Steady on, tiger, we haven't funded yet. Assuming we do fund, we'll have a planning meeting and set out the calendar for the production process. As we said above, we'd like to have the book ready for Worldcon in Helsinki. We'll open submissions once we have that all sorted. Mon, Oct 31 2016 1:20 pm EDT Aren't pirates awful people? Yes, most of them were. Privateers - men like Drake, Grenville and Woodes Rogers in his early career - were pretty nasty too, especially if you happened to be a Spanish treasure galleon. We are not expecting all of the stories to make pirates heroic. On the other hand, if you send us a story about brave pirates fighting against an evil empire we won't reject that out of hand either. Mon, Oct 31 2016 1:20 pm EDT Where did you get that hat? From the Pirate Supply Store in Valencia Street, San Francisco. Sadly they don't seem to stock that model any more, but they do sell lots of neat pirate gear. Mon, Oct 31 2016 1:20 pm EDT ?  ""]",5
78,1900427666,['   '],0
79,327382368,['   '],0
80,516180906,['   '],0
81,1535346832,['   '],0
82,84069729,['   '],0
83,858042332,['   '],0
84,313655392,['   '],0
85,904128885,['   '],0
86,1366143302,['   '],0
87,2072738468,['   '],0
88,1534595033,['   '],0
89,186321733,['   '],0
90,1461525277,['   '],0
91,709473166,"["" What does Antstream mean? We’re not at liberty to discuss this, but I think it has to do with a late-night ouija session and a message from the future :D Thu, May 2 2019 9:38 am EDT What platforms is Antstream available on? At launch, the Antstream application will be available on Mac, PC, Xbox One, Android tablet and mobile devices, Nvidia Shield, and Amazon Fire Stick, with other platforms becoming available later, including PS4 and Nintendo Switch. Thu, May 2 2019 9:38 am EDT What games do you have on Antstream? Please see https://www.antstream.com/gameslist for our list of currently available games. Remember, these are just the games we have announced, we have many more in the pipeline and are constantly having conversations to expand our game list, so watch this space! Thu, May 2 2019 9:38 am EDT Why don't you have game X? I want to play it! Although we have a vast catalogue of licensed games, there will always be a few games that we haven't yet licensed. If there are games you'd particularly like to see on the platform, please let us know in the comments, on Facebook or Twitter, or on our Discord server and we'll see what we can do! Thu, May 2 2019 9:38 am EDT Can I add my games to Antstream? If you have the licence to a classic game or a catalogue of titles, we have a pledge amount perfect for you that will allow you to add your games to the platform! Please see the Homebrewer pledge amount for more details. Thu, May 2 2019 9:38 am EDT How does Antstream work? Antstream Arcade is an app that gives you instant access to a vast catalogue of games. Once you have our app there is nothing further to download. All the games are streamed directly to your devices including your mobiles, tablets and PC’s of almost any spec. Thu, May 2 2019 9:38 am EDT Why ‘stream’ games when you can transfer the entire ROM due to them being so small? As we roll forward to support newer games, the size of the games increase. We wanted to create a consistent experience regardless of whether the game is 48k or 480mb. Thu, May 2 2019 9:38 am EDT Are you emulating? Yes. Thu, May 2 2019 9:38 am EDT How do you stream it? Antstream technology enables us to run the games in the cloud and stream the display directly to your devices in real-time. It is like using an ultra fast remote PC connection. Thu, May 2 2019 9:38 am EDT How do you play games on Antstream? You can play Antstream Arcade on almost any device. All games on Antstream have been custom configured by our retro experts to be playable with keyboard, gamepad and touch screen interfaces. We recommend using a Microsoft Xbox One style gamepad for the best experience. Thu, May 2 2019 9:38 am EDT Where is Antstream available? Antstream will be global, but we will initially start rolling out the service in Western Europe and the US.  Please follow us on Facebook, Instagram and Twitter for the latest news on new territories being added to the service. Thu, May 2 2019 9:38 am EDT What are Antstream Challenges? We have created exclusive multiplayer challenges for the most popular games on Antstream. These original challenges enable you to compete against your friends and the global Antstream community. For more information please see here - https://www.kickstarter.com/projects/234135283/antstream-retro-gaming-reborn/posts/2482657 Thu, May 2 2019 9:38 am EDT What type of internet connection do I need for Antstream? Antstream will work on a very good 4G connection, but WiFi / wired Ethernet provide the best experience.  Due to the unique way this service works, playing games over a mobile network may not currently give the best experience.  Also, as with other streaming services like Netflix, it will use larger amounts of data than some other gaming apps. Thu, May 2 2019 9:38 am EDT Will your games be instant loading or will we get the joys of loading screens and music on old systems like the C64? Antstream will be instant loading, but if there is enough demand for it, we will look to add the option for the full loading sequence at a future point, as we do recognise that was an integral part of the original experience, and it'd be a shame to miss out on all those great chip tunes. Thu, May 2 2019 9:38 am EDT Do you have any examples of Antstream in action? Our most recent outing can be found at twitch.tv/gamedigital at 11 hours and 15 minutes where we had a retro hour as part of Gameblast 19. We played Double Dragon, Speed Ball 2 and Treasure Island Dizzy. We had a great response and it really shows off some of Antstream’s features, as well as how smooth the streaming is. Thu, May 2 2019 9:38 am EDT For those of us whose pledges include a subscription, when will the subscription start from? Will it start from the official launch date in late 2019, or will the subscription start during the beta stage? Your subscription will start when Antstream goes fully live later this year. Consider the early access as a BETA where you get to experience Antstream and feedback to the team without it affecting your subscription. Thu, May 2 2019 9:38 am EDT ?  ""]",16
92,1527251202,['   '],0
93,1501981623,['   '],0
94,1059117591,['   '],0
95,1710803672,['   '],0
96,1854389448,['   '],0
97,1402068229,['   '],0
98,767828977,"[' Can I support you and get one of the rewards without pledging on the Kickstarter site? If for whatever reason you are unwilling or unable to pledge on the Kickstarter site, then you can email me at jik@kamens.us and tell me how much you would like to pledge, and then if they campaign succeeds I will arrange payment with you separately and give you the reward corresponding to your pledge amount. However, please think twice before doing this, because such a pledge will not count toward the campaign total on Kickstarter, and I will not be able to proceed with porting my add-ons to Thunderbird 78 unless the campaign on Kickstarter hits its goal. If you would like to pledge via Kickstarter but you are running into technical difficulties, then you can click on ""Help Center"" at the bottom of the page and then ""Contact us"" in the upper right corner to open a support ticket with Kickstarter. Fri, Jan 24 2020 12:36 pm EST Will I have to buy a separate license for each computer or Thunderbird profile I use? Add-on licenses will be per-user, not per-computer or per-profile, so you will be able to use your license on multiple profiles and computers WITHIN REASON. Please be kind and don\'t cheat by sharing licenses among users. Remember that if I am not taking in enough license revenue, then maintaining the add-ons will not be sustainable and I\'ll have to stop, so please play fair. Thu, Jan 23 2020 7:58 pm EST If I\'m a previous donor to your add-ons, do I have to donate again to the Kickstarter to get a discounted license? Previous donors to my add-ons get a separate, special deal! I\'ve emailed most of my previous supporters already, but some have changed email addresses since they donated, and I might have missed a few. If you\'ve donated in the past and didn\'t receive an email from me, and you can give me the means to verify your previous donation (e.g., whether you donated through Paypal or some other way, what email address you used, perhaps you even still have the receipt that Paypal sent you), email me at jik@kamens.us and we\'ll work it out. Having said all that, if it\'s important to you for one or more of my add-ons to remain available past Thunderbird 78, then you should consider pledging to the Kickstarter even if you previously donated, because if the Kickstarter doesn\'t succeed I\'m not going to be able to do the work to port the the add-ons. Note that the previous-donor and Kickstarter deals ""stack,"" so you\'ll still come out ahead. Thu, Jan 23 2020 7:58 pm EST Are your add-ons going to remain open-source? TL;DR I am not sure it will be feasible for the add-ons to remain open-source, but if it is then they will. I have been maintaining add-ons for nearly a decade, and in that time, less than 2% of the people using them have contributed to support them. Given the extent and frequency of recent Thunderbird changes necessitating significant updates to add-ons, that level of financial support is no longer sustainable for me. I tried to solve that, before launching this campaign, by finding volunteers to help with maintaining the add-ons, but none stepped forward. I even offered to give someone all of the contributions received for the add-ons for the next year, and 50% for five years after that, and still, no one was willing to do it. I\'ve therefore reluctantly concluded that the only way I can sustain continuing to maintain the add-ons is if I can guarantee significantly higher recurring revenue than the voluntary contributions. That is why I am using a Kickstarter campaign: the campaign will not succeed unless enough people commit, and it\'s that commitment that I need to be able to continue. If I keep the add-ons open-source after doing the work to port them to Thunderbird 78, then anyone will be able to take the source code, remove the licensing code, and repost them as different add-ons on addons.thunderbird.net, undercutting what I am trying to do here and bringing us back to it being impossible for me to sustain continuing to maintain them. Even now, when this Kickstarter campaign has hundreds of backers and thousands of dollars pledged, if a qualified person stepped forward and volunteered to take over maintenance and port the add-ons to Thunderbird 78, I would cancel the campaign and keep the add-ons free and open source. My goal here isn\'t to rake in cash, it\'s to make it possible for the add-ons to continue to exist, and I have a strong preference for open source when it is viable. But it isn\'t viable if no one is willing and able to keep maintaining the add-ons for free. One caveat: if the Kickstarter campaign succeeds, then I will look into the possibility of making the code open-source under copyright terms which prevents it from being used to compete with the licensed add-ons. I would love to do that if it turns out to be possible. However, I am not sure it will be, because I fear I will end up spending the time and money that was supposed to be spent maintaining the add-ons instead on lawyers suing people violating the copyright. Sat, Jan 25 2020 7:31 am EST Why are you asking for so much money? Where will all the money go? Please see https://docs.google.com/spreadsheets/d/1MRQe6loqtPBuwZkT31Smiwhfw2Rt4Jn0ugMw-s7uuLk/edit?usp=sharing . Sun, Jan 26 2020 5:43 am EST ?  ']",5
99,278125108,['   '],0
100,1450224358,['   '],0
101,929281757,"[' What will be on the Pre-Programmed micor SD card Note: - this questions / answer is only applicable to people planning to use the Tempus Fugit board with Raspberry Pi. It is NOT relevant to anyone planning only to use a Nano The card will have the English language version of the WordClock s/w setup to run automatically on power-up. Additionally the micro SD will include * you will need to edit the autostart batch file to run these automatically from start-up, instructions for this will be included Sat, Mar 12 2016 8:37 am EST ?  ']",1
102,77987340,"[' Where did the perks with the program shootouts go? Well, we are quickly striding toward our opening on March 17th so the programs are being printed and anyone who perked with with us before March 10th will be included. Anyone who chooses a perk from this point forward will have to settle for the amazing COAL MINERS FOREVER wall! Wed, Mar 11 2015 9:21 pm EDT ?  ']",1
103,937135395,['   '],0
104,2021330096,['   '],0
105,2051110684,['   '],0
106,1200921115,['   '],0
107,604930825,['   '],0
108,1358997817,['   '],0
109,1886852477,['   '],0
110,1712227037,['   '],0
111,1901077195,['   '],0
112,87984212,['   '],0
113,951126118,['   '],0
114,1994422365,['   '],0
115,502108073,['   '],0
116,1421696844,['   '],0
117,855503208,['   '],0
118,458184835,['   '],0
119,1628973098,"["" Can I pledge for more than 1 necklace? Thu, Jan 10 2019 3:25 am EST Will the Phoenix Necklace be available in both variants? Thu, Jan 10 2019 3:26 am EST Why is the shipping more expensive than your past kickstarters? Unlike my past Kickstarter campaigns, this campaign includes items of apparel such as the tote bags and socks! These are larger items and require larger packaging. The Royal Mail prices are based on the size and weight of packages, so the shipping costs are more expensive for this Kickstarter to compensate for any rewards that include socks or tote bags! If you choose pins only - don't worry! I will automatically upgrade your shipping to signed for / tracked so that you don't feel as though your shipping costs have been wasted Thu, Jan 10 2019 4:24 am EST Can I upgrade to tracked shipping? Thu, Jan 10 2019 4:24 am EST Why should I upgrade my shipping to tracked? Unfortunately, the Royal Mail can only reimburse costs of tracked or signed for mail. If you leave your package as standard, there is no way for me to keep track of where it is if it gets lost or delayed and I can't claim to reimburse your costs for you (or myself if missing items are replaced!) Thu, Jan 10 2019 4:24 am EST When should I expect my rewards? After funding ends on the 23rd of January, all funds are collected within one week. Funds should then be sent to me by the 6th of February. I will not be able to order the pins from my manufacturer until after the 14th so I expect them to arrive to me mid-March.  I then have to check through all pins and package them up so I anticipate sending everything late March but will keep you updated! Socks and tote bags however are produced in the UK so anyone who only chooses a tote or socks as a reward will receive their items sooner! Thu, Jan 10 2019 4:24 am EST ?  ""]",6
120,1194625221,['   '],0
121,643979114,"["" What platforms are supported? Windows, OSX and Linux will all be supported. Ports to further platforms will be considered at a later date, but that is a lower priority for the project. Tue, Nov 15 2016 4:17 pm EST Why are the tiers so expensive? Many kickstarters offer a lot of exciting rewards cheaply, because they don’t really need the money for development - they treat Kickstarter as a cheap marketing platform. We cannot afford that. Underselling, overpromising and offering physical goods are all a liability for many Kickstarters, and we want to be secure and realistic in everything we offer. Tue, Nov 15 2016 4:18 pm EST Why a custom engine? A custom engine involves more initial work to set up than using the likes of Unity, but in the long-term produces a hosts of benefits. It gives us more flexibility to make changes specific to the project, and in particular makes procedural generation techniques much easier to develop. It also makes us less dependent on an engine service that can lose support or change ownership in future. Tue, Nov 15 2016 4:18 pm EST Why a 3D roguelike? Firstly, we want Jupiter Hell to look amazing. Secondly, we think there are a class of gamers out there who have never tried a traditional roguelike, potentially being turned off by basic graphics or intimidating interfaces. The likes of the new X-COM games have shown that with more modern looks you can pull in bigger audiences and get them hooked on more engaging mechanics than most popular games offer. Jupiter Hell could be the game to get a new generation hooked into this awesome and underappreciated genre. Tue, Nov 15 2016 4:18 pm EST Why so much money? This is an ambitious project, especially with the sound and visuals required to make a really mind-blowing game. This money is needed to properly fund dedicated and professional staff to work solidly on Jupiter Hell, whilst also providing contingency to fund us through any potential setbacks. We have seen too many underfunded projects struggle to achieve their overpromised aims - this level of funding will let us avoid that pitfall. Tue, Nov 15 2016 4:18 pm EST Why so little money? Jupiter Hell is relying on a small team, and doesn’t need the millions that AAA games rely on. Having much of our staff concentrated in Eastern Europe also helps keep many costs down. Tue, Nov 15 2016 4:18 pm EST What is the airspeed velocity of an unladen swallow? What do you mean? An African or European swallow? Tue, Nov 15 2016 4:18 pm EST Will there be multiplayer or any online component? The main focus is on a single player experience. There will be online highscores and other meta gameplay elements (weekly seeds, ghost files, etc), but true multiplayer is not planned at this stage. Tue, Nov 15 2016 4:18 pm EST Will there be support for mods? Yes! Mods are awesome and we will fully support the modding community. Tue, Nov 15 2016 4:18 pm EST Is this like Alien Breed / Shadowgrounds? No. (Those games are awesome, mind!) It shared the same top-down perspective, but the gameplay is very different - it's turn-based, tactical, relying on clever decision making rather than twitch shooting. Sun, Nov 20 2016 9:43 am EST ?  ""]",10
122,580643714,['   '],0
123,1602973289,['   '],0
124,914288330,['   '],0
125,1508599274,['   '],0
126,1226660346,['   '],0
127,1491282210,['   '],0
128,2008225117,['   '],0
129,486356651,['   '],0
130,809453165,['   '],0
131,1524862369,"[' How to make a payment? Fri, Aug 31 2018 1:46 am EDT When is my card charged? If the project reaches the goal, the payment will be made on October 8th. Fri, Aug 31 2018 1:46 am EDT Where do I fill in my address? Fri, Aug 31 2018 1:46 am EDT I could not pledge a 25,000 yen reward. Can you open it more? Fri, Aug 31 2018 1:47 am EDT Do you have any plans for re-production or re-sales these after this project? We are going to produce these according to the number of the backers. We hope to keep releasing our official goods. However, it is unclear whether it is the same shape and size as these current goods. Fri, Aug 31 2018 1:46 am EDT I pledged 25,000 reward. When and where can I share my story with you? We will send a survey on rewards only when our project is successful. You should fill in that form according to cautions. And if you need to attached file such as photographs, please send them by e-mail mentioned in the survey. Fri, Aug 31 2018 1:46 am EDT ?  ']",6
132,769340648,['   '],0
133,889838700,['   '],0
134,1452057037,['   '],0
135,1793089004,['   '],0
136,1054095031,['   '],0
137,737677403,['   '],0
138,1765089981,['   '],0
139,1876259591,['   '],0
140,1764571496,"[' Can I modify the printer software ? Yes, the printer is running under Marlin which is an open source firmware for delta 3D Printer. We will provide you the custom code we are using. You can then either modify it (to upgrade your printer to multiple extruder/hotend, change the acceleration, max print speed, etc) or use another one. Mon, Mar 7 2016 3:25 pm EST How much does a TRIUM 3D cost to be manufactured ? Here you can find a detailed spreadsheet with all estimated costs : https://docs.google.com/spreadsheets/d/194TJHDIzOVtoHq7WW8YxxpUco6t4HCzSquU2-LFt6Kk/edit?usp=sharing Fri, Apr 1 2016 12:08 pm EDT What is the diamond hotend ? Sun, Apr 3 2016 4:48 am EDT ?  ']",3
141,434898193,['   '],0
142,1195984271,['   '],0
143,1444764200,['   '],0
144,1329352092,['   '],0
145,856691790,['   '],0
146,1329000338,['   '],0
147,923681546,['   '],0
148,1230612832,['   '],0
149,465041186,['   '],0
150,1917109203,['   '],0
151,1406672974,['   '],0
152,166984936,['   '],0
153,918435347,['   '],0
154,1582068594,['   '],0
155,2064062289,['   '],0
156,151500671,['   '],0
157,378219126,['   '],0
158,1478212736,['   '],0
159,1491909210,['   '],0
160,275444000,['   '],0
161,1872928681,['   '],0
162,943100773,['   '],0
163,1771063270,['   '],0
164,1461765929,"["" Will these pins be available any where else after the kickstarter is over? Yes, this kickstarter is to fund the production of the pins but after fulfilling the kickstarter rewards, the pins will be added to my online shop. Thu, Oct 15 2020 10:44 pm EDT How much should I add if I want more pins but don't want to lose my EARLY BIRD spot? Fri, Oct 16 2020 8:18 pm EDT Can I combine shipping of my kickstarter order and an order from your ship? Yes, after the kickstarter ends I will provide backers with a 'free shipping' code they can use in my shop to purchase anything and add it to their kickstarter rewards without paying for the shipping twice. Fri, Oct 16 2020 8:18 pm EDT When will I / Do I get to choose which pins I want? After the kickstarter wraps up and the funds are received, backers will be emailed surveys to fill with their choice of pins and any extra purchased add-ons they want. Fri, Oct 16 2020 8:18 pm EDT Can I still get a wash tape roll if I didn't pledge for 6+ pins? Yes!! Just add 5$ to your pledge per roll. Fri, Oct 16 2020 8:18 pm EDT ?  ""]",5
165,249877281,['   '],0
166,1951782425,['   '],0
167,1190486323,['   '],0
168,2059005883,['   '],0
169,588788395,['   '],0
170,1992609436,['   '],0
171,1602627118,['   '],0
172,596529739,"["" Will this album be better or worse than your last album? Better. Fri, Mar 1 2013 2:22 pm EST How do I know you won't squander this money on booze and pizza? In short, booze and pizza is part of our creative process, so even if we do, your contribution will have still helped us achieve our goal. Fri, Mar 1 2013 2:25 pm EST ?  ""]",2
173,60470906,['   '],0
174,1617611638,['   '],0
175,1719875514,"[' my own deck? how do i know i am getting what i want? yes, your own one-of-a-kind deck. email me if you have any questions--all requests will be addressed promptly, and you will receive five (5) design templates to choose from before your deck is shipped!! Mon, Dec 31 2012 11:24 am EST when/where is the launch party? if funded, the launch party will be held in mid to late february, giving everyone ample time and notice to clear their schedules! i will be renting out a space, showcasing boards, with food/drinks for all ages! it will certainly be good, cl---, fun!!! Tue, Jan 1 2013 4:50 pm EST ?  ']",2
176,1413129393,['   '],0
177,468412077,['   '],0
178,1391624250,"[' If the P.J. Jacobs documentary has already reached it\'s $2,500 goal, can I still pledge and receive rewards? Absolutely! The $2,500 is only the MINIMUM that must be raised to fund the project through Kickstarter. You can still pledge and receive the rewards until MIDNIGHT June 30th. Sun, Jun 5 2016 1:34 pm EDT ""P.J. Jacobs Working Title"" is a strange name for the documentary. Is that really what you\'re going to call it? No. That\'s just a generic ""placeholder"" for where the title would be in the graphics. Truth is, we really don\'t know what it\'s title will be yet. Why? Because until we complete principal shooting, there is always the possibility that some unknown aspect of the story will be the driving force in the documentary, and will dictate the title. So hang on to your seats: the adventure is just beginning!!! Sun, Jun 5 2016 1:38 pm EDT If you raise more than $2,500, what will you do with the extra money? The Kickstarter goal amount is only a minimum pledge amount for Kickstarter funding.  It will not cover the entire amount of the production since the producers will also use some of their own funds as well. However, what the additional funding does do is help raise the production values used on the film. That means things like being able to pay for  more/better historical film clip rights, or being able to spend more time during the principal shoot and get even better raw footage for the project. Sun, Jun 5 2016 1:46 pm EDT What happens if you don\'t reach the $2,500 goal by June 30? As with all Kickstarter projects, If the project succeeds in reaching its funding goal, all backers\' credit cards are charged when time expires. If the project falls short, no one is charged. Funding on Kickstarter is all-or-nothing. Fri, Jun 17 2016 1:28 pm EDT ?  ']",4
179,2056936778,['   '],0
180,1608517572,['   '],0
181,605561624,"[' What will the HCTM Official Grab-Sack™ contain? Cool stuff! Like our Cryptic autographed CD, Cryptic Official Sponsor T-Shirt and sticker, old French fries, guitar picks, and partially eaten gummy bears. Tue, Mar 5 2013 9:26 am EST If I get the ""Let Your Freak Flag Fly"" reward, how do I secure my show/ city? Write us via Kickstarter (before ordering, or as soon as it dawns on you if you\'ve already placed your order) and we\'ll look at your show\'s availability and advise. We\'re sure we can work this out. (We missed the chance to add this language to the package itself. Our bad.) Many Thanks, HCTM Translated from growls and farts by NQFD IV Fri, Mar 8 2013 1:37 pm EST Can you show me a picture of the decoder ring? We\'d love to. But, we can\'t. Not yet. They don\'t exist. BUT, we\'ll make sure they look slick. And we are serious about sending you periodic messages. We hate to say ""trust us on this"", but trust us on this. Translated from howls, giggles, and scratches by NQFD IV Sun, Mar 10 2013 6:34 pm EDT ?  ']",3
182,2112307601,['   '],0
183,476198466,['   '],0
184,899856116,['   '],0
185,1590038826,['   '],0
186,649933381,"[' Is the book going to be in hardback format? The book is a saddle stitch binding hardback with a paper on board laminate cover. This will match with our Dark Horse published catalog. You should see no variance in quality or format. Sun, May 15 2016 4:52 pm EDT ?  ']",1
187,601229761,['   '],0
188,1214124076,['   '],0
189,544084953,['   '],0
190,899704769,['   '],0
