,index,faq
46,2546,"[' How long untill we get a complete season? That depends on a few factors, like my own full time work life and how highly produced each episode ends up being. It\'s fairly standard to have a few episodes that end up taking less time because they lean more on the interviewees and less on the producer. But interviews, editing, mixing, etc. all take time and I\'ll be working very part time on the project. Conservatively, I\'d say Summer 2020. But we may see a season of 5 episodes before then. Either way, you\'ll see philosophy audio texts and bonus episodes coming out before then. Tue, Mar 20 2018 12:08 am EDT Who is this Andrew guy? Tue, Mar 20 2018 12:10 am EDT What\'s the plan? I want to start a non-profit corporation called ""Inverted Spectrum Media"" and have Reductio be the flagship show. Other than that, I\'ll look at hosting other podcasts and audio products under the banner of Inverted Spectrum Media. I\'m just looking for enough money to buy some quality equipment, register the business, pay for hosting, software subscriptions, websites, domains, etc. Tue, Mar 20 2018 12:16 am EDT Why ""Reductio""? A Reductio (short for ""reductio ad absurdum"") is an argument that assumes what it\'s trying to prove as false and then derives an absurdity. Like the following much-discussed reductio: Reductios are the bread and butter of the philosophy world. Plus it\'s a cool name for a podcast. :) Tue, Mar 20 2018 12:16 am EDT Are you taking formal sponsorships? Do you do advertising? I am interested in pursuing sponsorship partnerships for season 1. I\'d like to keep advertisements out of the show for the first season and rethink the strategy for future seasons. I\'ll simply list your organization as a sponsor of the show, tell people who you are, and thank you profusely. Tue, Mar 20 2018 1:33 pm EDT ?  ']"
47,2547,['   ']
48,2548,['   ']
49,2549,['   ']
50,2550,['   ']
51,2551,['   ']
52,2552,['   ']
53,2553,"[' When can I choose size and colour? Once the campaign has ended, you can choose your desired color and size via our survey - this will be sent to you via email. Tue, Jul 21 2020 7:42 am EDT Can I choose different sizes and colours when I pledge more than one pair of boots? Yes, you can choose different sizes and colours at the end of the campaign via our survey - this will be sent to you via email. Tue, Jul 21 2020 7:43 am EDT ?  ']"
54,2554,['   ']
55,2555,['   ']
56,2556,['   ']
57,2557,['   ']
58,2558,['   ']
59,2559,"[' What is the overall size of the box? The approximate dimensions are 32""L x 22""W x 19""H. Tue, Jun 2 2020 9:02 am EDT What is the weight of the box? The box weighs approximately 10lbs. Tue, Jun 2 2020 9:13 am EDT Where can I purchase replacement filters? Each box comes with two filters that should last 3-6 months collectively, depending on how frequently you like to replace them. Additional replacement filters will be available on our website at www.TheGrateLitterBox.com. Tue, Jun 2 2020 9:13 am EDT How large of a cat can the box accommodate? The box was designed for an average size cat, 10lbs-12lbs. Our largest cat is 20lbs and she can comfortably use the box. Tue, Jun 2 2020 9:13 am EDT What color(s) is the box? Currently we\'re manufacturing the box with a gray base and lid and green drawer and grate, similar to the colors in the profile picture. We\'d love to hear your ideas for other colors though, send us an email at TheGrateLitterBox@gmail.com. Tue, Jun 2 2020 9:13 am EDT ?  ']"
60,2560,['   ']
61,2561,['   ']
62,2562,['   ']
63,2563,['   ']
64,2564,['   ']
65,2565,['   ']
66,2566,['   ']
67,2567,['   ']
68,2568,['   ']
69,2569,['   ']
70,2570,"["" How do I back the campaign? On the right side of the page, select the reward you like best. If you want to double that reward level, simply double the money. You will redeem this credit during the post-campaign survey. Thu, May 7 2020 2:23 pm EDT Is ohsnap removable? Can I switch phones or cases? Yes, it is removable, but the steel ring that is adhered to your phone may bend in the process. We will sell an inexpensive pack of extra steel rings on the end-of-campaign survey so if you plan to change cases or switch phones, you can just apply a new ring. If you have multiple cases or phones that you swap frequently, you can just apply a ring to each one and swap the grip between whichever one you are using! Tue, May 19 2020 11:57 am EDT Where do I share my shipping address? Once the campaign has ended, you will receive a survey via email. This survey is where you will provide your address, pay for shipping, and make any final adjustments to your order (add-on products, changes, etc). Tue, May 19 2020 11:56 am EDT What are shipping costs? Shipping costs will be paid for by the backer (you) via the post-campaign survey. If you want to get an estimate of what this cost will be scroll down on our page and you will see a shipping section with examples. Tue, May 19 2020 11:56 am EDT Customs and VAT Costs? International backers may have to pay additional customs, VAT, or other import fees. Before you back you may want to ask your customs office if this applies to you. USA customers do not have these fees Tue, May 19 2020 11:56 am EDT Where is ohsnap shipping from? USA rewards ship from USA, while all other countries will receive their ohsnap from China. Tue, May 19 2020 11:56 am EDT Why isn't my country available? Unfortunately, in light of the current shipping situation caused by Covid-19 we had to limit the countries we are shipping to. It has affected shipping in many ways, but the biggest reasons are reliability and increased cost. However, after the campaign has finalized we will be making the product available on our website for pre-orders: ohsnap.com We hope that by then the situation will be back to normal. Tue, May 19 2020 11:56 am EDT How do I add more units to my pledge? Adding another ohsnap grip or snapcharge to your pledge is simple and easy, just add $15 (for ohsnap) or $30 (for snapcharge) to your existing pledge total and redeem the additional unit in the post-campaign survey. Tue, May 19 2020 11:56 am EDT What are the dimensions of the ohsnap grip? Ohsnap is 61mm in diameter & 3mm thick Tue, May 19 2020 11:56 am EDT Does snapcharge work with all phones and cases? While snapcharge works with every phone that has wireless charging capabilities, we cannot guarantee wireless charging compatible with all cases. Tue, May 19 2020 11:56 am EDT What are add-ons? Add-ons are extra products that are able to be added to your shipment. These items will be selected and paid for in the post-campaign survey. You can add to your current pledge to pre-select an add-on, or you can pay for it in the survey. Add-ons will be priced as follows: ohsnap - $15 | snapstand - $20 | snapcharge - $30 | Thu, May 28 2020 11:17 am EDT Will add-ons increase shipping cost? Yes, however each add-on will increase shipping cost by different amounts. Thu, May 28 2020 11:21 am EDT Does ohsnap work with every wireless charger? The ohsnap grip has worked with every wireless charger on which it's been tested, but we cannot guarantee compatibility with all wireless chargers. For 100% confidence in compatibility, opt for our magnetic wireless charger, snapcharge. Wed, Jun 10 2020 4:56 pm EDT ?  ""]"
