,index,faq
551,751,['   ']
552,752,['   ']
553,753,"[' How many colors/styles do you have? We focused our efforts on developing a state-of-the-art product for optimal comfort and for this we had to concentrate in only one functional and ideal design. This being said we have a classic and slim fit. As for colors we have 4 colors available. Sat, Oct 24 2020 6:16 pm EDT How is possible for these shirts to be waterproof and breathable at the same time? We use a waterproof/stain proof agent that allows for moisture to get out but does not allow it to get in. Sat, Oct 24 2020 6:16 pm EDT Where do I choose my size and give my delivery address? A couple of days/weeks (depending on your reward level) after the campaign is finished, we will send you a survey where you’ll need to choose your size and input your desired delivery address. You’ll also be able to get add-ons on this survey. Sat, Oct 24 2020 6:16 pm EDT Are these shirts bulletproof? Nope, but that would be pretty crazy. Sat, Oct 24 2020 6:16 pm EDT When will I have to pay? You will be charged at the end of the campaign (October 29th). Sat, Oct 24 2020 6:16 pm EDT What is so special about these Shirts? There is nothing else out there like the Collarfree Future dress shirt. We engineered these shirts to rock your world. Not only will the style allow you to be seen through the crowd but we added all of the features to get you through your day with ease. Sat, Oct 24 2020 6:16 pm EDT When you say “sustainable,” does that mean the shirts are plastic-free (including as plastic both polyester and nylon materials)? Our products are not plastic-free. Our shirts are made from fabric that is made using recycled plastic. Tue, Oct 27 2020 8:01 am EDT Will there be a collared version? Why no collar? We understand that some people like collared shirts. That has been the only option in business attire for some time so it is understandable for change to be unwanted from some. What makes Cheegs unique is our search for innovative fabrics and technology in clothing but also our style. The style is buttonless. The style is collarless. These things are not likely to change as they are at the core of Cheegs. Tue, Oct 27 2020 1:16 pm EDT ?  ']"
554,754,['   ']
555,755,['   ']
556,756,['   ']
557,757,['   ']
558,758,['   ']
559,759,['   ']
560,760,['   ']
561,761,['   ']
562,762,['   ']
563,763,['   ']
564,764,['   ']
565,765,['   ']
566,766,['   ']
567,767,['   ']
568,768,['   ']
569,769,"[' What about the shirts? For those who will receive a shirt, please click the \'contact me"" link and provide your name and shirt size. Thanks for supporting us! Thu, Feb 25 2016 2:01 pm EST You reached your goal but I still want to donate Thank you!! We still welcome additional donations to help us do even more!!  Maybe some pretty lamps? Thu, Feb 25 2016 2:04 pm EST ?  ']"
570,770,['   ']
571,771,['   ']
572,772,['   ']
573,773,"[' Where do I enter my shirt size / How do I tell you my address? Once the Kickstarter campaign closes in the beginning of March, a survey will be sent out to all backers requesting their shirt size (if they ordered a shirt) and their address so that we can ship you your reward. This is how all Kickstarter camaigns work as it makes the order fulfillment process seamless and enables us to efficiently and accurately ship you all of you amazing stuff. Thanks for supporting Chippo! Fri, Feb 17 2017 6:24 pm EST International Shipping? If you do not live in the US and want to pre-order Chippo, please do the following: Chippo is quite large and expensive to ship! We are currently working on setting up international distribution and we will keep all of our followers updated! Also, depending on where you live, we may be able to send you Chippo for an additional shipping charge. Reach out to us and we will chat! Sat, Feb 18 2017 10:52 am EST ?  ']"
574,774,['   ']
575,775,['   ']
576,776,['   ']
577,777,['   ']
578,778,['   ']
579,779,['   ']
580,780,['   ']
581,781,['   ']
582,782,['   ']
583,783,"[' 1.Where can I install the battery camera? You can mount it everywhere you want. The well-designed mount system brings flexibility and allows you to put Litmor Battery camera everywhere in and out a house, an apartment, a hotel room, an Airbnb guest house. Wed, Jul 24 2019 1:49 am EDT 2.What is the power supply request for your battery camera? Litmor® battery camera comes with two 18650 rechargeable batteries. If the daily motion detection time is no more than 8 times, you only need to recharge your camera once a year. Wed, Jul 24 2019 1:49 am EDT 3.Is there an alert or indicator or notification in the app when battery power is low? There is no notification or indicator in the APP when battery power is low at present, but we are going to develop this feature in the future. Wed, Jul 24 2019 1:49 am EDT 4.How to recharge the battery camera power when it is low? Recharge the battery doesn\'t request any special device or take them out. Litmor Battery Cam comes with a charging cable in the package. To charge the device, just simply plug it into the USB port on the device. Wed, Jul 24 2019 1:49 am EDT 5.Can the battery camera be waterproof or weatherproof？ Yes. The battery camera is waterproof and weatherproof. Wed, Jul 24 2019 1:49 am EDT 6.Can I use other batteries? I don’t recommend you use other batteries in case of some potential security risks. Wed, Jul 24 2019 1:49 am EDT 7.Are these compatible with solar chargers thatvare out there already so that we dont need to worry about charging? Also any chance of different colours? The solar charger and more color will be there as a stretch goal of our project. Stay tuned and thank you for your huge support. Wed, Jul 24 2019 1:49 am EDT 8.Do I need to buy additional battery camera after one year? Litmor® battery camera comes with two 18650 rechargeable batteries. So you can recharge it. Wed, Jul 24 2019 1:49 am EDT 9.Why a micro-SD is recommended? Without a micro-SD card, the recorded videos cannot be played just showing the pictures. Wed, Jul 24 2019 1:49 am EDT 10.Does Litmor battery camera use hardwire or battery power? Litmor®  battery camera requires two 18650 rechargeable batteries. There is no additional wiring work. Wed, Jul 24 2019 1:49 am EDT 11.Where is the SD card located in my Litmor battery camera? The micro-SD card installation location is inside the battery camera and covered by the two 18650 rechargeable batteries. Wed, Jul 24 2019 1:49 am EDT 12.How to install your Litmor Battery camera? Wed, Jul 24 2019 1:49 am EDT 13.Where can I download the Litmor App.? Litmor®  App is available on both the App Store and Play Store. Wed, Jul 24 2019 1:49 am EDT 14.How much does the Litmor app cost？ The app. is free for downloading and it is available on both the Play Store and App Store platform. Wed, Jul 24 2019 1:49 am EDT 15.Does Litmor APP can add Litmor Capsule as well as the battery camera? Yes. We have designed a new Litmor® APP that can support both Litmor® Capsule and battery camera and do some adjustments in it, such as the ways to enter settings and go to live view. Wed, Jul 24 2019 1:49 am EDT 16.Is the app for Litmor Battery Cam stable? We are redesigning a new application that fits better for both Litmor®  Battery Cam and Capsule Floodlight. We have a dedicated test department and apply the systematized testing method and steps to make sure the Litmor App. stable and meet backers\' requests. Wed, Jul 24 2019 1:49 am EDT 17.How to change Litmor APP password, language, device nickname and device profile photo in Litmor APP? Wed, Jul 24 2019 1:49 am EDT 18.How can I check my Litmor APP version? Please click the menu key in the top left corner in home page and click the “About” option to check the Litmor APP version. Wed, Jul 24 2019 1:49 am EDT 19.How can I update my Litmor APP version? When a new Litmor®  APP version is released, there will be a prompt message when you open Litmor®  APP to remind you to update Litmor APP version. You just need to click the update button to update it. Wed, Jul 24 2019 1:49 am EDT 20.How to contact Litmor customer service in Litmor APP? Please click the “ ” icon in the top left corner in home page and click the “Support” option to contact Litmor®  customer service Wed, Jul 24 2019 1:49 am EDT 21.How to sign up a Litmor APP account? After downloading the App. You can sign up in the App., enter your email the system will send you a verification code to your inbox. If you don’t receive it, you can have the application send again or check your email spam. Wed, Jul 24 2019 1:49 am EDT 22.Can I sign up with my social media account? Yes. You can sign up with your social media account on the application login page. Litmor® App. supports Facebook and Twitter accounts. Wed, Jul 24 2019 1:49 am EDT 23.What can I do if I forget my password? On the login page, click Forgot Password, input your email address to get the verification code. If you don’t receive it, you can have the application send again or check your email spam. Wed, Jul 24 2019 1:49 am EDT 24.What can I do if I cannot receive a verification code? If you don’t receive the verification code, please try it again. If you still cannot receive the verification code, please contact Litmor®  customer service and send email to support@litmor.com Wed, Jul 24 2019 1:49 am EDT 25.Can I use the Litmor APP on a tablet? I don’t recommend using Litmor APP on a tablet. Because we haven’t done some compatibility test between a tablet and the Litmor® APP. Wed, Jul 24 2019 1:49 am EDT 26.How can I do if I cannot log in Litmor APP after signing an account on Litmor website? Litmor APP account doesn’t support signing up on Litmor website. You need to sign up a Litmor APP account with your email address on your phone Wed, Jul 24 2019 1:49 am EDT 27.Can the same Litmor APP account log in multiple phones to watch the device live view at the same time? No, a Litmor APP account cannot be used by multiple persons to watch the device at the same time. But you can share your device with another person by account or QR code. Sharing device is limited to 2 persons to watch the device at the same time. Wed, Jul 24 2019 1:49 am EDT 28. Can I use 5GHz Wi-Fi to setup Litmor battery camera? Your battery camera doesn\'t support 5GHz Wi-Fi. Litmor battery camera only supports 2.4GHz Wi-Fi network. Wed, Jul 24 2019 1:49 am EDT 29.Can I connect my Litmor battery camera to a mobile Wi-Fi hotspot? Connect your Litmor battery camera to a mobile Wi-Fi hotspot is doable. However, it is not recommended. Since a mobile Wi-Fi hotspot comes and goes that make is unreliable, and It may cause unexpected data costs. Wed, Jul 24 2019 1:49 am EDT 30.I changed my router or password or Wi-Fi name; how can I configure my camera to connect to the internet again? Change the configuration of the Wi-Fi will cause your battery camera offline. To connect the device to the internet you need to do the setup process again. Please go to settings and click ""Change WiFi network"" and then you can follow the instructions to change the wifi network. Wed, Jul 24 2019 1:49 am EDT 31.What happens if my Wi-Fi connection goes down? After your Wi-Fi connection goes down, within 20 minutes after that, the device will attempt to connect the Wi-Fi again. After 20 minutes, you will need to disconnect and connect the power source to reboot the device. Wed, Jul 24 2019 1:49 am EDT 32.What is the Wi-Fi bandwidth request? Litmor battery camera request 2MB bandwidth. Wed, Jul 24 2019 1:49 am EDT 33.How to add the device to Litmor APP? Click “+” icon to add the device and select battery camera to do the WiFi set up process follow up the steps in Litmor APP. Wed, Jul 24 2019 1:49 am EDT 34.Does the battery camera still work without a network? Without a network, the battery camera will still detect movements. But you won’t receive notifications or the alert events. You cannot see the recorded videos in Litmor APP. Wed, Jul 24 2019 1:49 am EDT 35.How to enter Litmor battery camera setting menu? Each device has a separate setting menu. In the setting menu, you can schedule alert, choose a different siren sound, update firmware version and many others. To enter the setting menu, click on the gear icon of the device on the home page. Wed, Jul 24 2019 1:49 am EDT 36.How to delete the device from Litmor APP? You can go to settings by clicking the gear icon and click “DELETE DEVICE”.After deleting the device, all the data won’t exist anymore. Wed, Jul 24 2019 1:49 am EDT 37.How to flip the image? Wed, Jul 24 2019 1:49 am EDT 38.How to change the siren sound? You can change the siren sound in Litmor App. Go the setting menu of the particular device that you want to change, choose siren. You can select a siren sound from 4 different options Wed, Jul 24 2019 1:49 am EDT 39.How can I update the device firmware version? Wed, Jul 24 2019 1:49 am EDT 40.Is there an option to set the siren turn on automatically when a person getting close to my door? Sorry, the function is not available yet. Wed, Jul 24 2019 1:49 am EDT 41.How to go to settings? Please click the “gear” icon in the device list in Litmor APP home page to enter settings Wed, Jul 24 2019 1:49 am EDT 42.How to see live view from your phone? Wed, Jul 24 2019 1:49 am EDT 43.What’s the function of the clock icon in the top right corner of the home page? You can click the clock icon in the top right corner of the Litmor APP home page to the history recorded videos, you can also select the date to check the event videos on that day. Wed, Jul 24 2019 1:49 am EDT 44.What’s the difference between Active and Silent mode in Litmor APP home page? Wed, Jul 24 2019 1:49 am EDT 45.How can I change the live view resolution? The resolution is 1080P and Litmor battery camera doesn’t support adjust the resolution. Wed, Jul 24 2019 1:49 am EDT 46.Use siren in Live view mode. When you receive a notification and found out that there is a stranger hanging around your home. You can use the siren to scare him away. In Live View mode, click the bell icon to trigger the siren Wed, Jul 24 2019 1:49 am EDT 47.Take a screenshot or record a video in Live view mode. When you watch the live view, you can take screenshot and recording video by clicking the buttons on your phone screen. Wed, Jul 24 2019 1:49 am EDT 48.How to play live view in power saving mode? When you watch the live view, you can go to power saving mode by clicking the “ECO” button on your phone screen. Wed, Jul 24 2019 1:49 am EDT 49.Talk to a visitor in Live view mode Litmor battery camera support two-way talk in live view mode. Click and hold the microphone icon, and you can talk to a visitor anywhere around the world. Wed, Jul 24 2019 1:49 am EDT 50.How long will video recording last after a detection? Litmor battery camera will record a movement for 10 seconds. If a movement is always detected, the battery camera will continue to record it after 10 seconds until this movement is gone. Wed, Jul 24 2019 1:49 am EDT 51.Can I see live view on a tablet? Currently, we don’t support desktop or laptop view. Wed, Jul 24 2019 1:49 am EDT 52.How Litmor battery camera see in daylight and darkness During the daytime, Litmor battery can see as far as possible. Its 110-degree camera can see even more extensive than your eyes. After sunset, when a movement is detected, it will trigger the PIR to turn on the LED light. With the active motion lighting, Litmor battery camera can see a full-color night vision. Wed, Jul 24 2019 1:49 am EDT 53.How can I view the history video on Litmor App.? In the live view mode, there is a list below live view, swipe the list you can see the previous message. You can also view former message base on a specific date, click the“today”option in live view mode, you can choose a particular date to watch the previous message on that day. Wed, Jul 24 2019 1:49 am EDT 54.How to delete your camera’s video history and snapshots? Delete the video is easy. In the live view, there is a list of notification, slide the event video toward the left and click “Delete”, then you can delete your camera’s video history and snapshots. Wed, Jul 24 2019 1:49 am EDT 55.What is share device? Wed, Jul 24 2019 1:49 am EDT 56.What is the maximum distance Litmor battery camera can detect people, cars, and animals? The maximum distance battery camera can detect in the daytime and at night is about 6 meters. Wed, Jul 24 2019 1:49 am EDT 57.How to set the motion detection range and motion detection area? Go to settings and click the “motion detection range” to set it and click “Detection area” to set the monitor area. After that, Litmor battery camera will detect the movements appear in the motion detection range and area. The motion detections out of the motion detection range and area won’t notify you. Wed, Jul 24 2019 1:49 am EDT 58.Does Litmor battery Cam have an alert schedule feature?v Yes. You can schedule alert for a different time for Litmor battery camera to work you have installed. To set that goes the setting page, choose Smart alert setting. Wed, Jul 24 2019 1:49 am EDT 59.How to schedule alert？ Through schedule alert, you can customize the alert time base on your personal needs. Each device can be set a schedule separately. To schedule alert, go the setting menu, find Smart alert setting, inside Smart alert setting you can set alert scheduling, you can set up to 3 different scheduling for each of your Litmor battery cameras. Wed, Jul 24 2019 1:49 am EDT 60.How do motion detection and notification work? Wed, Jul 24 2019 1:49 am EDT 61.How can the battery camera recognize my family? Please pair the battery camera Bluetooth in your family’s phone Bluetooth system first. After that, when he comes into the detection range with his enabled phone Bluetooth on, he will be recognized as family. Wed, Jul 24 2019 1:49 am EDT 62.Does Litmor battery camera have 24/7 recording? No. Litmor battery camera doesn’t support 24/7 recording. Wed, Jul 24 2019 1:49 am EDT 63.Where are the downloaded videos or the images stored? The downloaded videos and images will be stored in your phone system and photo album. Wed, Jul 24 2019 1:49 am EDT 64.What kinds of storage options come with your battery camera? Wed, Jul 24 2019 1:49 am EDT 65.What happens when the micro-SD card is full? Litmor battery camera supports up to 128GB micro-SD card. When the micro-SD card is full, the new video will overwrite the old contents. Wed, Jul 24 2019 1:49 am EDT 66.What micro-SD cards are supported by Litmor battery camera? Litmor battery camera supports both high speed and normal speed micro-SD card. We recommend you buy the micro-SD card from the following brand: Samsung, SanDisk, Kingston, Toshiba, Benq. Wed, Jul 24 2019 1:49 am EDT 67.How to download the video stored in the micro-SD card? The videos in the micro-SD card are encrypted and you cannot download them or see them directly. Please click the clock icon on Litmor APP home page or go to live view page to see the recording alerts videos and click the download button on the play page to download the videos to your phone. Then you can also output them to your other devices. Wed, Jul 24 2019 1:49 am EDT 68.Is Cloud storage supported now? No. the clouds storage is under development, it is not available. Wed, Jul 24 2019 1:49 am EDT 69.Is there a way to automatically transfer each video file, after their creation, to an external support on the same network? Or do we have to always take the SD card to a computer and transfer them manually? Per the video file transfer and download. Actually, all the file in the local SD-card is encrypted under the consideration of security and privacy. Therefore, you cannot ready the content in the SD card with your computer. It cannot automatically be transferred. All the video in your local SD card can be found on the storage page of Litmor App, you can download, delete and filter them base on your personal preferences. Wed, Jul 24 2019 1:49 am EDT 70.Is it auto erase old video and re-record in SD card？ Once the SD card is full, the new video will overwrite the oldest video and re-record in the card. Wed, Jul 24 2019 1:49 am EDT 71.Can I use the camera if the temperature outdoors is too hot or cold? Yes. You can. The operation temperature of Litmor battery camera is -4°F to 113°F. Wed, Jul 24 2019 1:49 am EDT 72.How to restart or factory reset the battery camera? To restart and factory reset your Litmor battery camera, click and hold the button as below for about 5 seconds until you hear a sound like “Ding”. Wed, Jul 24 2019 1:49 am EDT 73.Can a Litmor APP add more than one device? Yes, you can add more than one device to your Litmor APP. Wed, Jul 24 2019 1:49 am EDT 74.What’s the Day Brief of the battery camera? You can see total event alerts recordings in the day and how many the notifications you received. The frequency for you to watch the live view and use siren and 2-way talk will also show up in the Day Brief. Besides, the stranger, family, unknow alerts can be seen directly and clear in the statistical chart in the Day Brief. Wed, Jul 24 2019 1:49 am EDT 75.Can I integrate the video stream to the third-party software? No, the video stream of the battery camera cannot be integrated into the third-party software. Wed, Jul 24 2019 1:49 am EDT 76.Does Litmor battery camera support two-way talk? Yes. It has the two-way talk. Please go to live view page and click the “speaker” icon to talk to the people at your doorway. Wed, Jul 24 2019 1:49 am EDT 77.Does Litmor battery camera support any smart home devices? Yes. Litmor battery camera does work with Google Home and Amazon Alexa. You can try “Hey Google turn on the front door” and “Alexa. Turn on the front door”. Wed, Jul 24 2019 1:49 am EDT 78.How long is the warranty? We provide one year warranty. Within one year if there is non-human damage, we will replace a new one for you. Wed, Jul 24 2019 1:49 am EDT 79.Where can I buy this Litmor battery camera? You can buy it on our Kickstarter page. Wed, Jul 24 2019 1:49 am EDT 80.How can you guarantee the data security from Litmor APP? Litmor battery camera has Bank-level data encryption in case of losing the data. Wed, Jul 24 2019 1:49 am EDT 81.In terms of Google integration will I be able to see a camera feed in the Google home app We are now working on the 3rd party integration includes Google assistant and Amazon Alexa. Ultimately, the goal is to allow our backer to control some of the function of Litmor Battery Cam through remote voice control. Some of them are done. Live feed is one of the functions that we are currently working on. Wed, Jul 24 2019 1:49 am EDT 82.Can the led be desactivated? The LED light cannot be deactivated with the current design. But since you are not the only backer asked about this question. I will make sure that our product management team hear your voice. Wed, Jul 24 2019 1:49 am EDT 83.What about compatibility with apple echo system? Homekit? Siri? Apps? In terms of 3rd party integration. We are supporting voice control via Alexa and google assistant. HomeKit is not there yet. Wed, Jul 24 2019 1:49 am EDT 84.Is the device CE certified? Yes. Litmor Battery Cam is CE certified. Wed, Jul 24 2019 1:49 am EDT 85.What consumer data will your app/company collect, use or sell for your own or 3rd party companies? Wed, Jul 24 2019 1:49 am EDT 86.Is there security to prevent I got stolen or lost? If someone is attending to move your camera, it will trigger the built-in siren and start recording at the same time. Wed, Jul 24 2019 1:49 am EDT Do I need to pay the tax fees? For some countries like US, Australia, Japan, none of our pledges exceed the tariff threshold. For backers from the Euro Union and other countries, we will work with our professional logistics partners to solve your concern under the legal framework. Therefore, both parties do not need to worry about the custom ticket surprise. Mon, Aug 5 2019 1:45 pm EDT Does Litmor Battery Cam support NAS? Litmor Battery Cam doesn’t support NAS right now. But we will consider it in the future. Mon, Aug 5 2019 1:45 pm EDT Does Litmor Battery Came have solar panel charger? Mon, Aug 5 2019 1:45 pm EDT Is it possible to configure with WiFi hotspot then disconnect? Mon, Aug 5 2019 1:45 pm EDT Would this work as a trail cam in the woods without WiFi? Litmor Battery Cam is an IP based device; it cannot work without a WiFi connection. But if you will be able to connect it to a WiFi Hotspot, you can use it anywhere you like. In the woods and your car. Mon, Aug 5 2019 1:45 pm EDT What languages will be supported via the App? There are four different languages will be supported in the App. After shipping the pledge, including English, French, Chinese, and German. Mon, Aug 5 2019 1:45 pm EDT Will you develop other mounts/holder for the device? From the current pledge, we have two different mounts for the device. One is Litmor 360-degree mount; another one is an optional mount with crews. You will find the usage GIF of the optional mount in the project update. Mon, Aug 5 2019 1:45 pm EDT How did you compare your camera with Blink XT2? Mon, Aug 5 2019 1:45 pm EDT If I have to take it out to charge it or clean it. Is it going to trigger the alarm? There is a setting in the App. It allows you to disable the siren before you are trying to remove the camera. Mon, Aug 5 2019 1:45 pm EDT ?  ']"
584,784,['   ']
585,785,['   ']
586,786,['   ']
587,787,['   ']
588,788,['   ']
589,789,['   ']
590,790,['   ']
591,791,"["" For those of us that opted for the first book and/or the AIX Records albums, when will they be made available? As soon after the campaign ends, I'll get the book and albums out. Wed, Oct 28 2020 6:26 pm EDT ?  ""]"
592,792,['   ']
593,793,['   ']
594,794,['   ']
595,795,['   ']
596,796,['   ']
597,797,['   ']
598,798,['   ']
599,799,['   ']
600,800,['   ']
601,801,['   ']
602,802,['   ']
603,803,['   ']
604,804,['   ']
605,805,"["" Where can I tell you the size and colour I need? At the end of the campaign, if it has been successful, I will send out a survey which will ask for your size, leg length and colour of trousers you would like.  It will also ask for the address to which you would like them sent. Sun, Nov 26 2017 4:10 am EST How do I add to my pledge? You can't pledge more than once, but if you decide to increase your pledge because you would like to add a pair of trousers or a pocket, you can do so by 'amending pledge' and adding to your pledge.  Don't worry if it isn't clear what you would like, to pledge towards, I will send out a survey if the campaign is successful to ask which items, colours and sizes you would like.  If you are unsure, send me a message. Sun, Nov 26 2017 4:10 am EST Can I order more than one pair in different sizes? Yes, you can.  Just add the amount to your pledge, and if they are going to different addresses, don't forget the postage charge.  At the end of the campaign, if it has been a success, I will send out a survey asking exactly what your requirements are in terms of sizes, colours and addresses.  If you are unsure, just send me a message. Sun, Nov 26 2017 4:10 am EST What is Kickstarter? What is Kickstarter?  Kickstarter is a crowd funding web-site which enables start-up and innovative projects, like Hoydens, to seek funding pledges from potential backers/supporters.  Each project identifies a target funding goal, in my case £10,000, and requests pledges.  I am offering to supply trousers and/or pockets depending on the level of pledge offered.  If the goal is met then the pledges are collected and the project is initiated.  If the project does not attract sufficient backing then the people who have made pledges are not charged and the project owner does not receive anything.  It is a relatively safe place for project initiators and backers to help launch new products. Please support me.   I am using Kickstarter to help fund the first production run.  If it is a success then we will place the orders on our manufacturer and open up the Hoydens on-line store in January to take normal orders.  Be one of the first to receive your Hoydens and make a pledge on Kickstarter. Thu, Dec 14 2017 11:46 am EST Are the trousers ethically sourced? Great question. I have a manufacturer in Portugal all lined up that my production manager knows well and assures me is fine. However without seeing it with my own eyes I am not going to claim anything just to get the sales. Once production starts I will visit with a camera and make sure. The fabric is fine and from a great supplier in Lancashire, but again, until I see with my own eyes I won’t be sure. I really want this product to be ethically sourced, but as a newbie in the industry with hardly any cash I have to place my trust in people until I can afford to visit. Once I am sure and have had advice on what to look for and what questions to ask, then I will put it on the website. Until then no claiming to be anything that I’m not. Sun, Dec 17 2017 10:32 am EST ?  ""]"
606,806,"["" What's the video about? There is an intentional creation of a hostile and intimidating environment within the MNSCU college system to stifle dissent and academic freedom. The video is a compilation exposing how President Parker talks to a student and faculty member who dared to ask her a question about the cutting of a beloved class. This is one example of many. This culture of intimidation and secrecy must end. Thu, Jan 15 2015 5:33 pm EST ?  ""]"
607,807,['   ']
608,808,"[' Will I receive all the awards under the amount I pledge? Yes! You will receive all the awards under the amount you pledge! Say you pledge $100, you will receive a Huge Thank You, A Signed Photograph, An Adult Beginner Dance Class and A DVD of Cue! Wed, Apr 16 2014 11:40 am EDT ?  ']"
609,809,['   ']
610,810,['   ']
611,811,['   ']
612,812,['   ']
613,813,['   ']
614,814,['   ']
615,815,['   ']
616,816,['   ']
617,817,"["" Can I donate anything I want? Yes, yes you can. You can either choose the quick amount or add another amount if you wish. The choice is yours. Wed, Dec 18 2013 3:56 pm EST Where is the art being sent from? The art, especially the postcards, will be sent from Brasil, most likely Curitiba, which is in the south. Wed, Dec 18 2013 3:42 pm EST Will I need to pay import taxes? It's possible on the larger items. There is no way to tell this in advance, or to know how much it will be. The postcards will not have any import taxes. Wed, Dec 18 2013 3:42 pm EST What's up with the e-mailed greeting cards? If you choose a reward with an e-mailed greeting card, I will e-mail you a card with my art on it. You can then print that card out and use it for as long as you like as many times as you wish. Please remember that I own the copyright on all images. These are for use as greeting cards only. Wed, Dec 18 2013 3:42 pm EST How can I choose which art I want on my greeting card (both kinds)? You can click on this page of my website to choose: http://www.gregmasonburns.com/kickstarter-operation-frame.html (see clickable links above if this link doesn't work) Wed, Dec 18 2013 3:56 pm EST Will you actually draw or paint on the postcards? Yes I will. Each one will be individually drawn or painted on, and signed by me. These will be unique pieces of art with a Brasilian stamp on them Wed, Dec 18 2013 3:42 pm EST Will you paint or draw on the post-mailed greeting cards? I may, but the art that will be on those will be printed. The art represented will be mine, however. Still, I am leaning towards doing a drawing or painting on the inside as well. Wed, Dec 18 2013 3:42 pm EST When should I decide which options I'd like to receive from you? IF the project is successful, you should decide before March 31, 2014. After that, I'll give priority to first-come-first-serve until the end of the year 2014, when the project will be closed for requests. Wed, Dec 18 2013 3:56 pm EST Regarding the commissioned pieces (matted oil-on-paper and / or oil-on-canvas), can I choose whichever subject I want you to paint? You can give me a general idea of a still life or abstract painting, but the final decision on the painting is mine. Wed, Dec 18 2013 3:50 pm EST How will I know if I like your art? You can always check out my art on my website at: www.gregmasonburns.com (see clickable links above if this doesn't work). Wed, Dec 18 2013 3:50 pm EST ?  ""]"
618,818,['   ']
619,819,['   ']
620,820,['   ']
621,821,['   ']
622,822,['   ']
623,823,['   ']
624,824,['   ']
625,825,"[' How do I include Add-ons in my pledge?  Can I add them to an existing pledge? First, choose how many building bundles you\'d like - that will determine which pledge you choose.  Next, add the total value of the add-ons you\'d like to your pledge. For example, if you want three Building Bundles, you\'d select the ""City Center"" pledge.  If you want to include three $30 Add-on sets, you\'d pledge for a total of $350: the amount of the City Center Pledge + $90 of Add-ons. If you\'d like to increase your pledge, click the “Manage your pledge"" button that appears next to your pledge amount.  There you can change your pledge level and/or pledge amount. Wed, Jul 1 2020 2:16 pm EDT What is the scale of these buildings? These are designed with 28-35mm figures in mind.  They work great with most miniature games that are on the market today.  Most of the miniatures pictured in the campaign are our Cyberpunk RED miniatures, which are a true-32mm.   Crisis Protocol is a 38mm game and those miniatures work well and are on the large side, but look suitably heroic. True 28mm figures, like old-school GW minis also look good and are on the smaller end of what works. Mon, Jul 6 2020 10:00 am EDT I just want to order Add-Ons - how do I do that? No problem - just pledge at the ""Scouting Level"" pledge, for the value of the Add-on sets you want to order. Most of the Add-on sets are $30 each. For example, if you wanted to order 3 sets of Chainlink Fences and the City Streets set, you would pledge for $120. Wed, Jul 1 2020 2:17 pm EDT What will it cost to ship internationally? For this campaign, we\'re focused on products that are made in our USA office.  These buildings are sturdy - and heavy.  How much shipping will cost really depends on how many buildings you\'re ordering.  If you want a more exact quote, send us an email at info@monsterfightclub.com with what you\'d like your pledge to include. Wed, Jul 1 2020 2:17 pm EDT When do I choose my buildings? After the campaign ends, you\'ll get a link to the pledge manager.   In the pledge manager, you\'ll choose which building bundles you\'d like, and which style you\'d like for each of them. In the pledge manager, you\'ll also be able to add other items: Game Mats, Add-ons, or sets from our previous campaigns. Everyone who pledges get access to the pledge manager, but pledging before the campaign ends really helps to keep the momentum going and unlocks more stretch goals - improving everyone\'s pledge! Wed, Jul 1 2020 2:17 pm EDT How do the stretch soals work?  If I order multiple buildings, do I get multiple stretch goals? Yes and no - it depends on the stretch goal.  Some stretch goals add one free item to every pledge shipment.  The first one, the graffiti wall, works like this: all physical shipments will get one free graffiti wall. Some stretch goals increase the contents of a set, like adding a free steel drum to the chainlink fences set or adding manhole covers to the sidewalk set.  Other stretch goals add something free to every building bundle, so the higher your pledge, the more of those you\'ll get (like the ladder and camera). You can check out the Stretch Goals section of the campaign for full details on each, or send us a message if you want a detailed run-down for the specific pledge level you\'re interested in. Wed, Jul 1 2020 2:17 pm EDT For the STL package, what\'s included?  Do the files come with supports? When backing for the STL files, you\'ll receive the STLs for all the pieces included in the campaign.  This includes all pieces from all the Add-on sets and all unlocked stretch goal pieces (like the manhole covers, tire pile, etc).  Also included are the corner connectors and all the wall shapes.  Currently, this is over 120 separate files (pieces). Some pieces, like the sidewalks or signs, are flat shapes.  For the physical versions of these, the detail is printed on the surface.  For the STLs, you\'ll have the shape and the connectors, but any surface printing or painting will be up to you to. The files come unsupported.  You\'ll need to be familiar with how to make supports for your 3D printer. Mon, Jul 6 2020 7:10 pm EDT ?  ']"
626,826,"["" Why don't you have any shwagg? Don't got any. Tue, Jul 22 2014 2:36 am EDT Where will the installation be located? Still TBA.  Look somewhere between 10 o'clock & Esplanade and the Temple. Tue, Jul 22 2014 2:39 am EDT ?  ""]"
627,827,"[' What are the ingredients? Ingredients: water, pea protein, whole grain oats, agave nectar, cocoa powder, rapeseed oil*, demerara sugar, tricalcium phosphate, salt. *All ingredients are GMO-Free. Rapeseed oil is the same as canola oil, but GMO-Free. Tue, Jun 2 2015 3:28 pm EDT ?  ']"
628,828,['   ']
629,829,['   ']
630,830,['   ']
